Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"Nicholas G. Martinez - Postdoctoral Research Associate, University of Connecticut Health Center","Google Scholar Profile",3,19,4,4.75,6.33,2.95,1.31,4.67,2,3,2,0.31,1,7.00,2.65,1.06,3.87,0.31,"2025-08-05 14:30:16",0.73,0.25,100.0,100.0,0,2021,2023,19,2,2,0,0,2
"Manasvita Vashisth - Postdoctoral Research Fellow, Fred Hutchinson Cancer Center","Google Scholar Profile",28,468,8,58.50,16.71,65.78,5.45,6.71,7,21,8,1.04,4,108.23,10.40,15.33,19.80,1.96,"2025-08-05 14:15:04",8.22,0.50,94.2,100.0,3,2017,2024,468,11,8,6,1,5
"Claudio Hernández-López - Postdoctoral researcher, AMOLF","Google Scholar Profile",6,161,3,53.67,26.83,24.56,1.99,4.83,3,6,3,0.50,3,70.17,8.38,11.40,12.33,0.51,"2025-08-05 14:15:04",8.18,1.00,100.0,100.0,2,2022,2024,161,3,3,3,2,3
"Frank Coumans - Post Doc, Universiteit Twente","Google Scholar Profile",91,19599,19,1031.53,215.37,3409.84,19.22,5.41,38,91,32,6.91,21,2525.17,50.25,435.01,133.33,10.09,"2025-08-05 14:15:04",179.46,1.11,98.1,100.0,26,2006,2025,19599,57,53,41,15,17
"Ioanna Stefani - Postdoctoral Research Associate at Low Lab, Imperial College London","Google Scholar Profile",3,3,6,0.50,1.00,0.67,1.00,3.67,1,1,1,0.17,0,1.33,1.15,0.39,1.00,0.50,"2025-08-05 14:15:05",0.11,0.00,66.7,66.7,0,2019,2024,3,1,0,0,0,1
"Siqi Liu - Postdoc, Boston University","Google Scholar Profile",2,7,3,2.33,3.50,1.75,0.38,6.00,1,2,1,0.25,1,2.33,1.53,0.58,2.45,0.25,"2025-08-05 14:15:05",0.58,0.33,100.0,100.0,0,2022,2025,7,1,1,0,0,1
"Euan Joly-Smith - Postdoctoral Researcher","Google Scholar Profile",7,10,4,2.50,1.43,2.67,2.37,4.29,2,3,2,0.44,1,3.50,1.87,0.83,2.24,0.67,"2025-08-05 14:15:05",0.66,0.25,90.0,100.0,0,2021,2024,10,2,0,0,0,2
"Toby E. King - Postdoctoral research associate, University of Sheffield","Google Scholar Profile",1,13,2,6.50,13.00,2.60,0.20,5.00,1,1,1,0.20,1,6.50,2.55,1.30,3.46,0.20,"2025-08-05 14:15:05",1.30,0.50,100.0,100.0,0,2023,2023,13,1,1,1,0,1
"Connor L. Beck - Postdoctoral Researcher, Purdue University","Google Scholar Profile",9,19,5,3.80,2.11,6.42,3.17,3.00,2,4,4,0.67,1,8.22,2.87,2.82,2.83,1.75,"2025-08-05 14:15:05",1.28,0.20,63.2,84.2,0,2020,2025,19,4,2,0,0,2
"Maria Izabel Muniz - Postdoctoral researcher, Istituto Italiano di Tecnologia","Google Scholar Profile",5,21,7,3.00,4.20,5.28,2.78,2.80,3,4,3,0.75,1,7.20,2.68,1.82,3.46,0.78,"2025-08-05 14:15:06",0.75,0.14,100.0,100.0,0,2018,2023,21,3,3,0,0,2
"Siddheshwari Advani (Siddhi) - Postdoctoral Research Associate","Google Scholar Profile",5,27,10,2.70,5.40,4.62,2.14,3.40,2,5,2,0.40,1,2.87,1.69,0.52,4.80,0.48,"2025-08-05 14:15:06",0.46,0.10,100.0,100.0,0,2015,2018,27,1,1,0,0,1
"Aravind Karanam - Postdoctoral Researcher, Rochester Institute of Technology","Google Scholar Profile",7,31,4,7.75,4.43,6.22,4.04,3.29,3,5,3,0.56,2,8.17,2.86,1.76,4.69,0.79,"2025-08-05 14:15:06",1.55,0.50,100.0,100.0,0,2021,2024,31,3,2,0,0,2
"Porter Hall - HHMI Postdoctoral Researcher, Cornell University/HHMI","Google Scholar Profile",8,37,3,12.33,4.63,5.73,2.91,5.38,2,6,4,0.31,2,15.00,3.87,2.33,5.39,0.78,"2025-08-05 14:15:06",1.91,0.67,89.2,100.0,0,2022,2025,37,5,3,1,0,2
"Monique Merchant - Post-doctoral Researcher at the University of Cambridge in the laboratory of Prof. Stephen Graham","Google Scholar Profile",7,41,11,3.73,5.86,6.73,2.22,4.71,3,6,2,0.53,2,7.57,2.75,1.24,5.66,0.56,"2025-08-05 14:15:06",0.61,0.18,100.0,100.0,0,2014,2022,41,2,2,0,0,2
"Nicolò Cogno - Post Doc, Harvard Medical School / Massachusetts General Hospital","Google Scholar Profile",12,46,7,6.57,3.83,13.23,4.44,3.92,4,6,4,1.23,2,33.07,5.75,9.14,5.29,1.45,"2025-08-05 14:15:07",1.89,0.29,95.7,100.0,1,2018,2025,46,4,4,2,1,3
"Vidyesh Rao Anisetti - Postdoc, University of Chicago","Google Scholar Profile",8,51,4,12.75,6.38,15.33,3.33,2.88,3,7,3,0.90,2,35.50,5.96,10.17,6.48,0.92,"2025-08-05 14:15:07",3.83,0.50,100.0,100.0,2,2021,2024,51,3,3,2,1,3
"Aditya Ballal - Post-Doc , UC Davis","Google Scholar Profile",23,52,13,4.00,2.26,12.02,6.13,4.83,4,7,4,0.94,2,15.42,3.93,3.44,5.29,1.52,"2025-08-05 14:15:07",0.92,0.15,84.6,98.1,0,2012,2025,52,4,4,0,0,3
"Dibyendu Dutta - Postdoctoral Research Associate, University of Exeter","Google Scholar Profile",6,54,6,9.00,9.00,13.98,1.95,3.67,3,6,3,0.64,2,9.75,3.12,2.54,6.08,1.95,"2025-08-05 14:15:07",2.33,0.33,85.2,100.0,0,2019,2021,54,3,2,0,0,2
"Niranjan Sarpangala - Postdoctoral researcher, University of Pennsylvania","Google Scholar Profile",12,57,6,9.50,4.75,16.38,4.36,3.33,3,7,4,0.69,2,17.67,4.20,5.32,6.86,0.87,"2025-08-05 14:15:08",2.73,0.33,98.2,100.0,0,2019,2025,57,4,3,2,0,2
"Arpan Deb - Post Doctoral Research Associate, University of Montana","Google Scholar Profile",6,60,16,3.75,10.00,20.13,2.19,4.67,3,6,3,0.53,2,4.99,2.23,1.43,7.14,0.77,"2025-08-05 14:15:08",1.25,0.13,100.0,100.0,0,2009,2017,60,3,1,0,0,2
"Elizabeth J. Mulder - Postdoc, Univsersity of Chicago","Google Scholar Profile",5,61,2,30.50,12.20,8.83,1.69,5.00,2,5,3,0.29,2,31.50,5.61,4.61,7.42,0.49,"2025-08-05 14:15:08",4.41,1.00,96.7,100.0,2,2023,2024,61,3,3,2,0,2
"William Pallisgaard Olsen - Post doc, Center for Biosustainability, DTU","Google Scholar Profile",10,64,2,32.00,6.40,13.21,2.59,5.50,3,8,5,0.50,2,52.00,7.21,11.48,7.07,0.96,"2025-08-05 14:15:08",6.60,1.00,92.2,100.0,1,2023,2025,64,5,5,3,1,3
"Carolina Camelo - Postdoc at IST Austria","Google Scholar Profile",20,64,10,6.40,3.20,20.72,6.26,5.25,5,8,4,1.14,3,17.93,4.23,5.09,5.66,2.49,"2025-08-05 14:15:08",2.07,0.30,89.1,100.0,0,2015,2025,64,5,4,1,0,3
"Jules Morand - Post-Doc","Google Scholar Profile",14,67,11,6.09,4.79,20.50,5.36,3.43,5,8,4,1.56,3,11.07,3.33,3.22,6.24,1.75,"2025-08-05 14:15:09",1.86,0.27,95.5,100.0,0,2014,2024,67,4,2,0,0,2
"Matthias Stosiek - Postdoctoral Researcher in Physics, Aalto University","Google Scholar Profile",18,68,13,5.23,3.78,19.08,6.49,4.11,5,8,6,1.04,2,24.70,4.97,5.64,6.24,1.32,"2025-08-05 14:15:09",1.46,0.15,94.1,100.0,0,2012,2025,68,7,6,3,0,4
"Subhadeep Dasgupta - Postdoctoral Researcher, LiPhy, Grenoble-Alpes, France","Google Scholar Profile",14,69,9,7.67,4.93,11.70,3.63,5.21,6,8,7,0.90,2,29.28,5.41,5.59,4.80,1.49,"2025-08-05 14:15:09",1.30,0.22,85.5,100.0,0,2016,2025,69,8,7,2,0,4
"Maoji Wang - Postdoctoral Researcher, Okinawa Institute of Science and Technology","Google Scholar Profile",7,71,10,7.10,10.14,14.04,1.60,5.14,4,7,4,0.70,3,34.74,5.89,5.94,7.21,0.93,"2025-08-05 14:15:09",1.40,0.30,95.8,100.0,1,2015,2025,71,4,3,2,1,3
"Aditya Jha - Postdoctoral Researcher, Cavendish Laboratory, University of Cambridge","Google Scholar Profile",14,74,5,14.80,5.29,17.87,4.09,4.57,4,8,7,0.84,1,31.50,5.61,7.42,6.86,1.71,"2025-08-05 14:15:09",3.57,0.20,85.1,97.3,0,2020,2025,74,9,7,2,0,3
"Joseph Cirilo - Post-doctoral Scholar, NIH/NHLBI","Google Scholar Profile",15,76,7,10.86,5.07,17.13,5.16,4.33,5,8,6,1.00,2,30.82,5.55,6.50,6.71,1.76,"2025-08-05 14:15:10",2.44,0.29,92.1,100.0,0,2018,2025,76,7,4,4,0,4
"Mathieu FORGET - Post Doctoral researcher, Stocker lab, ETH Zurich","Google Scholar Profile",8,79,7,11.29,9.88,15.90,2.92,3.63,4,8,5,0.89,3,16.74,4.09,3.74,7.62,1.26,"2025-08-05 14:15:10",2.27,0.43,93.7,100.0,0,2018,2023,79,5,4,2,0,2
"Manikuntala Mukhopadhyay - Postdoctoral Researcher, Physical Chemistry and Soft Matter, Wageningen University and Research","Google Scholar Profile",20,81,7,11.57,4.05,17.43,5.94,4.05,5,9,5,1.04,3,18.97,4.36,3.96,7.00,1.48,"2025-08-05 14:15:10",2.49,0.43,91.4,100.0,0,2018,2025,81,5,4,2,0,3
"Gaurav Kumar - Postdoctoral researcher, MBU, Indian Institute of Science, Bangalore. gaurav.phy1987@gmail.com","Google Scholar Profile",10,84,9,9.33,8.40,30.01,3.12,3.80,6,9,6,1.71,4,20.77,4.56,6.59,6.63,2.39,"2025-08-05 14:15:10",3.33,0.44,95.2,100.0,0,2016,2025,84,6,5,2,0,3
"Bakar Hassan - Post-doctoral Fellow, National Cancer Institute","Google Scholar Profile",18,86,8,10.75,4.78,13.82,3.81,5.89,6,9,6,0.95,2,46.79,6.84,7.29,6.00,1.48,"2025-08-05 14:15:10",1.72,0.25,83.7,96.5,1,2017,2025,86,10,6,2,1,3
"Anna Yui - Postdoc at Tufts University","Google Scholar Profile",11,88,8,11.00,8.00,17.71,2.05,6.27,6,9,5,1.00,2,66.96,8.18,14.58,7.07,1.38,"2025-08-05 14:15:11",2.21,0.25,97.7,100.0,3,2017,2024,88,6,3,3,1,3
"Yeraldinne Carrasco Salas - Postdoctoral Researcher, LIPhy","Google Scholar Profile",5,88,9,9.78,17.60,16.37,1.67,5.00,3,5,3,0.53,2,13.58,3.69,2.55,8.89,0.53,"2025-08-05 14:15:11",1.81,0.22,100.0,100.0,0,2016,2021,88,3,2,1,0,2
"Diego Lopez Mateos - Postdoctoral Researcher, University of California, Davis","Google Scholar Profile",35,91,6,15.17,2.60,15.46,8.95,5.46,5,9,8,0.69,2,66.17,8.13,10.89,6.71,1.82,"2025-08-05 14:15:11",2.57,0.33,76.9,93.4,2,2019,2025,91,11,9,2,1,4
"Maruša Mur - postdoctoral researcher, Jožef Stefan Institute, Ljubljana, Slovenia","Google Scholar Profile",12,92,11,8.36,7.67,20.57,3.27,5.17,4,9,4,0.76,3,12.82,3.58,2.81,8.49,1.18,"2025-08-05 14:15:11",1.87,0.27,95.7,100.0,0,2014,2025,92,4,3,1,0,2
"Matteo Negri - Senior Post-doc / Junior assistant professor, Università di Roma Sapienza","Google Scholar Profile",13,93,7,13.29,7.15,19.99,3.27,4.54,6,9,8,1.13,2,57.84,7.61,11.52,6.32,1.90,"2025-08-05 14:15:12",2.85,0.29,81.7,93.5,4,2018,2025,93,11,8,4,0,4
"Quentin Vagne - Postdoc, University of Geneva","Google Scholar Profile",16,97,11,8.82,6.06,33.60,6.04,3.25,7,9,7,1.88,4,28.85,5.37,7.91,6.40,2.93,"2025-08-05 14:15:12",3.05,0.36,92.8,99.0,0,2014,2025,97,9,5,2,0,3
"Griffin Welfer - Postdoctoral Research Associate, St Jude Children's Research Hospital","Google Scholar Profile",12,101,6,16.83,8.42,24.98,3.74,4.50,4,10,4,1.00,3,24.30,4.93,6.41,9.06,1.33,"2025-08-05 14:15:12",4.16,0.50,97.0,100.0,1,2019,2025,101,6,4,1,0,3
"Zhuodong Tang - Postdoc, Nanjing University","Google Scholar Profile",9,105,6,17.50,11.67,18.24,1.36,6.89,4,9,5,0.62,2,39.67,6.30,5.91,9.11,1.01,"2025-08-05 14:15:12",3.04,0.33,94.3,100.0,1,2019,2025,105,7,5,3,0,3
"Meiling Wu - Postdoc at Cornell University","Google Scholar Profile",13,109,12,9.08,8.38,22.75,3.83,5.31,4,10,4,0.70,2,41.94,6.48,6.72,9.11,1.98,"2025-08-05 14:15:13",1.89,0.17,90.8,100.0,2,2013,2024,109,4,4,2,1,3
"Sai Hari A. Gandham - Post-doctoral research fellow ","Google Scholar Profile",7,111,18,6.17,15.86,21.64,1.59,4.86,5,7,3,0.93,3,8.05,2.84,1.63,9.11,1.34,"2025-08-05 14:15:13",1.20,0.17,97.3,100.0,0,2007,2015,111,3,2,0,0,2
"Akhilesh Nandan - Postdoc at European Molecular Biology Lab, Barcelona","Google Scholar Profile",12,118,11,10.73,9.83,29.68,3.71,4.42,6,10,6,1.44,3,53.29,7.30,12.93,8.31,1.95,"2025-08-05 14:15:13",2.69,0.27,89.0,100.0,2,2014,2024,118,7,6,5,0,5
"Michael Vennettilli - Postdoctoral Researcher, UC Merced","Google Scholar Profile",20,123,11,11.18,6.15,32.23,6.01,4.10,8,11,7,1.94,4,21.10,4.59,5.65,7.14,2.48,"2025-08-05 14:15:13",2.93,0.36,93.5,100.0,0,2014,2025,123,9,6,0,0,3
"Klaudia Jaczynska - Post-doctoral researcher, UT Southwestern Medical Center","Google Scholar Profile",11,128,5,25.60,11.64,32.96,3.34,4.64,5,11,6,0.96,3,56.05,7.49,12.12,9.64,1.55,"2025-08-05 14:15:13",6.59,0.60,92.2,100.0,2,2020,2025,128,7,6,5,1,5
"Randall Schirra - Postdoctoral Researcher, University of Virginia","Google Scholar Profile",5,135,11,12.27,27.00,29.85,1.19,5.60,3,5,4,0.60,3,36.68,6.06,7.58,11.09,1.08,"2025-08-05 14:15:14",2.71,0.27,97.8,100.0,1,2014,2024,135,4,4,2,1,3
"Yonathan Goldtzvik - Post-Doctoral Research Fellow, UCL","Google Scholar Profile",9,140,12,11.67,15.56,42.65,3.47,3.33,6,9,6,1.80,5,32.05,5.66,8.64,9.85,2.48,"2025-08-05 14:15:14",3.55,0.42,95.0,100.0,1,2013,2024,140,7,6,1,0,3
"Ardo Illaste - University of Bern, Dept. of Physiology, Postdoc","Google Scholar Profile",22,152,16,9.50,6.91,31.96,6.14,4.18,5,12,5,1.00,4,13.69,3.70,2.91,11.18,1.04,"2025-08-05 14:15:14",1.99,0.25,98.7,100.0,0,2009,2019,152,5,4,0,0,3
"Joshua Dudley - Post-Doctoral Fellow, Center for Structural Biology, National Cancer Institute, NIH","Google Scholar Profile",11,161,10,16.10,14.64,48.28,4.26,3.73,6,11,5,1.50,3,21.56,4.64,6.08,11.09,1.62,"2025-08-05 14:15:14",4.82,0.30,98.8,100.0,1,2015,2024,161,7,4,1,0,2
"rahul grover - PostDoc, B CUBE, TU Dresden","Google Scholar Profile",14,166,17,9.76,11.86,30.84,3.89,4.71,4,12,4,0.84,3,32.81,5.73,6.18,12.04,1.20,"2025-08-05 14:15:14",1.81,0.18,97.0,100.0,2,2008,2025,166,5,2,2,0,2
"Tim De Coster - Postdoctoral Researcher @ LUMC","Google Scholar Profile",20,173,12,14.42,8.65,29.88,4.80,6.05,7,12,8,1.02,3,39.74,6.30,6.93,9.33,2.58,"2025-08-05 14:15:15",2.49,0.25,78.6,94.2,0,2013,2025,173,12,9,2,0,3
"Sadjad Arzash - Postdoctoral Researcher, Georgia Tech","Google Scholar Profile",24,191,7,27.29,7.96,53.53,7.14,3.92,7,13,9,1.96,5,46.18,6.80,13.09,11.00,2.82,"2025-08-05 14:15:15",7.64,0.71,89.0,100.0,0,2018,2025,191,12,9,3,0,5
"Gabriel Ramos - Postdoc researcher, Softmat laboratory, Toulouse, France","Google Scholar Profile",11,201,10,20.10,18.27,45.50,3.98,4.27,5,11,6,1.09,4,35.27,5.94,7.88,13.04,1.33,"2025-08-05 14:15:15",4.55,0.40,97.0,100.0,1,2015,2024,201,7,5,3,0,3
"Paolo Rissone - Post-doc, Sapienza University of Rome","Google Scholar Profile",10,215,6,35.83,21.50,44.13,3.48,3.90,6,10,8,1.33,4,143.50,11.98,22.93,13.00,1.89,"2025-08-05 14:15:15",7.35,0.67,95.3,100.0,1,2019,2025,215,8,8,4,1,4
"Samuel Bell - Post-doctoral researcher, Sorbonne Université","Google Scholar Profile",14,222,10,22.20,15.86,84.71,5.98,3.00,7,14,8,2.23,5,46.09,6.79,14.73,12.49,3.23,"2025-08-05 14:15:15",8.47,0.50,92.3,100.0,1,2015,2025,222,8,8,4,0,5
"Anita Girelli - PostDoc Stockholm University","Google Scholar Profile",17,226,5,45.20,13.29,34.35,3.41,6.41,7,15,8,1.07,4,66.15,8.13,10.09,12.65,1.83,"2025-08-05 14:15:16",6.87,0.80,92.5,100.0,3,2020,2025,226,12,10,4,0,4
"Chitra Joshi - Post doctoral research associate, University of Oxford","Google Scholar Profile",5,241,7,34.43,48.20,53.57,2.22,3.40,3,5,3,0.69,3,54.17,7.36,11.52,15.23,0.89,"2025-08-05 14:15:16",7.65,0.43,100.0,100.0,2,2018,2023,241,3,3,2,2,3
"Nina Bjørk Arnfinnsdottir - Postdoc, Institute for cancer research and molecular medisine, NTNU","Google Scholar Profile",15,249,15,16.60,16.60,59.66,4.92,4.13,7,15,7,1.53,6,25.59,5.06,5.86,13.49,2.26,"2025-08-05 14:15:16",3.97,0.40,92.8,100.0,0,2010,2022,249,8,7,1,0,3
"Rupesh Kandel, Ph.D. - Postdoctoral Research Associates of Biomedical Engineering, The University of Mississippi","Google Scholar Profile",20,258,4,64.50,12.90,38.77,3.30,6.25,9,16,12,1.29,3,120.17,10.96,18.05,12.61,1.82,"2025-08-05 14:15:16",9.69,0.75,93.0,100.0,3,2021,2025,258,12,12,11,1,7
"Valerio Sorichetti - Postdoc, Institute of Science and Technology Austria (ISTA)","Google Scholar Profile",15,262,7,37.43,17.47,70.91,4.39,4.53,7,15,8,1.53,4,80.65,8.98,18.76,14.14,1.87,"2025-08-05 14:15:17",10.13,0.57,95.0,100.0,4,2018,2025,262,10,8,8,0,7
"Ian McFarlane - Postdoc, UC Berkeley","Google Scholar Profile",22,267,13,20.54,12.14,54.56,5.42,5.09,7,16,7,1.29,4,39.84,6.31,7.61,14.46,1.55,"2025-08-05 14:15:17",4.19,0.31,96.6,100.0,1,2012,2024,267,8,6,3,0,4
"Mor Frank - Postdoc Associate, Yale University","Google Scholar Profile",12,272,12,22.67,22.67,69.09,3.09,4.75,6,12,6,1.24,3,57.65,7.59,12.62,14.93,1.84,"2025-08-05 14:15:17",5.75,0.25,95.2,100.0,3,2013,2024,272,7,6,4,0,4
"Marc Mora - Postdoctoral researcher at King's College London and the Francis Crick Institute","Google Scholar Profile",12,276,8,34.50,23.00,60.40,2.82,5.00,9,12,8,1.65,5,78.86,8.88,17.69,13.64,2.49,"2025-08-05 14:15:17",7.55,0.63,96.7,100.0,4,2017,2024,276,10,8,6,0,5
"Garcia-Pelagio KP - Post doctoral Fellow","Google Scholar Profile",45,277,34,8.15,6.16,66.12,12.58,4.20,8,16,6,1.73,5,32.52,5.70,7.93,13.23,3.15,"2025-08-05 14:15:17",1.94,0.15,86.3,97.5,0,1991,2024,277,12,6,0,0,3
"Mathieu Le Verge-Serandour - Postdoctoral researcher at Technical University of Munich, Center for Protein Assembly, Physics","Google Scholar Profile",10,286,7,40.86,28.60,66.00,5.33,2.60,4,10,4,1.33,4,55.75,7.47,15.04,16.28,1.83,"2025-08-05 14:15:18",9.42,0.57,98.3,100.0,1,2018,2024,286,5,4,3,1,3
"Jyotirmoy Mondal - Postdoctoral Research Associate","Google Scholar Profile",9,293,7,41.86,32.56,59.14,2.63,5.33,5,9,5,0.93,4,48.60,6.97,9.47,16.28,1.35,"2025-08-05 14:15:18",8.44,0.57,99.0,100.0,2,2018,2022,293,5,5,4,0,5
"Eleni Georgiadi - Postdoc researcher, University of West Attica","Google Scholar Profile",25,295,19,15.53,11.80,55.77,4.98,5.44,9,17,5,1.53,5,34.09,5.84,5.92,13.53,2.86,"2025-08-05 14:15:18",2.93,0.26,89.5,100.0,1,2006,2025,295,7,5,1,0,3
"Zhongya Lin - Postdoc, Tsinghua University; PhD, Peking University","Google Scholar Profile",17,300,8,37.50,17.65,68.49,4.45,4.82,9,17,9,1.65,4,105.66,10.28,19.14,14.11,2.62,"2025-08-05 14:15:18",8.56,0.50,93.3,100.0,4,2017,2025,300,14,12,7,2,6
"Alessandra Giugliarelli - Post-Doc University of Perugia","Google Scholar Profile",16,307,16,19.19,19.19,54.73,2.74,6.00,9,16,8,1.53,5,26.21,5.12,4.57,14.76,1.72,"2025-08-05 14:15:18",3.42,0.31,97.4,100.0,0,2009,2016,307,8,8,0,0,3
"Marie Pochitaloff - PostDoc, IBDM","Google Scholar Profile",11,314,7,44.86,28.55,67.95,3.77,4.82,5,11,5,0.78,3,102.37,10.12,21.13,16.82,1.19,"2025-08-05 14:15:19",9.70,0.43,98.1,100.0,3,2018,2023,314,6,5,4,2,4
"Adam Mani - Postdoctoral Research Associate, Brown University","Google Scholar Profile",7,329,15,21.93,47.00,69.33,1.72,5.29,5,7,5,0.83,4,90.81,9.53,14.50,17.29,1.39,"2025-08-05 14:15:19",4.62,0.27,98.5,100.0,2,2010,2023,329,6,4,4,1,4
"daniele borin - Post doc researcher, University of Trieste","Google Scholar Profile",22,336,15,22.40,15.27,55.66,5.32,5.45,10,18,8,1.52,4,46.36,6.81,7.59,14.53,2.70,"2025-08-05 14:15:19",3.71,0.27,92.6,100.0,0,2010,2024,336,12,10,3,0,4
"Arindam Ghosh - Senior Postdoc, Signalling Nanodomains Lab, EMBL Australia, UNSW, Sydney","Google Scholar Profile",22,345,8,43.13,15.68,73.95,5.19,5.50,9,18,9,1.84,5,82.11,9.06,18.65,15.91,2.31,"2025-08-05 14:15:19",9.24,0.63,96.8,100.0,4,2017,2025,345,12,9,6,0,5
"Ruth Leben - Postdoc, Biophysical Analytics Lab, DRFZ and Freie Universität Berlin","Google Scholar Profile",25,354,9,39.33,14.16,59.38,4.86,6.12,11,18,11,1.75,4,72.02,8.49,12.16,14.25,2.67,"2025-08-05 14:15:19",6.59,0.44,91.5,99.4,0,2016,2025,354,19,14,6,0,5
"Benjamin Ravaux - Postdoctoral Researcher, University of Texas Southwestern Medical Center, Dallas, Texas","Google Scholar Profile",12,360,11,32.73,30.00,51.81,4.69,5.25,6,12,7,0.88,5,67.55,8.22,9.14,17.83,1.07,"2025-08-05 14:15:20",4.71,0.45,98.3,100.0,2,2014,2025,360,7,7,4,1,4
"Saheli Mitra - Postdoctoral researcher, Physics Dept., Carnegie Mellon University","Google Scholar Profile",27,379,7,54.14,14.04,65.31,5.63,5.74,10,19,12,1.82,5,87.62,9.36,15.58,15.23,2.93,"2025-08-05 14:15:20",9.33,0.71,87.6,99.7,1,2018,2025,379,18,16,6,0,5
"Niek van Hilten - Postdoc, Cardiovescular Research Institute, University of California, San Francisco","Google Scholar Profile",19,412,8,51.50,21.68,90.82,5.13,4.79,9,19,12,1.88,6,105.50,10.27,22.87,17.26,2.91,"2025-08-05 14:15:20",11.35,0.75,92.0,100.0,4,2017,2025,412,15,14,8,0,7
"Bhupender S. Gupta - Post Doctoral Fellow, National Taiwan University of Science and Technology","Google Scholar Profile",20,441,14,31.50,22.05,145.50,6.92,3.00,14,20,8,4.56,8,42.65,6.53,14.07,14.21,5.83,"2025-08-05 14:15:20",10.39,0.57,90.2,100.0,0,2011,2018,441,16,9,1,0,3
"Younes Farhangi Barooji - Postdoctoral Researcher at University of Copenhagen","Google Scholar Profile",22,477,12,39.75,21.68,81.13,3.94,5.77,8,21,9,1.36,6,150.70,12.28,24.89,19.65,2.38,"2025-08-05 14:15:21",6.76,0.50,94.3,100.0,3,2013,2025,477,12,10,6,1,6
"Fabio Manca - CNRS Post-doc, Laboratoire Adhésion et Inflammation (LAI)","Google Scholar Profile",27,514,13,39.54,19.04,112.52,5.79,5.15,12,22,8,2.62,7,56.82,7.54,12.16,17.52,4.53,"2025-08-05 14:15:21",8.65,0.54,87.7,100.0,0,2012,2023,514,16,14,2,0,4
"John Del Rosario - Postdoctoral Research Associate, Washington University in St. Louis","Google Scholar Profile",26,575,13,44.23,22.12,91.29,5.15,6.04,11,23,10,1.81,6,218.85,14.79,32.99,20.95,2.33,"2025-08-05 14:15:21",7.02,0.46,97.4,100.0,4,2012,2025,575,15,12,8,1,6
"Milos Nikolic - Post-doc, Princeton University","Google Scholar Profile",33,648,10,64.80,19.64,139.40,9.26,4.52,11,25,11,2.05,7,166.44,12.90,34.98,22.56,2.98,"2025-08-05 14:15:21",13.94,0.70,97.2,100.0,9,2015,2025,648,14,11,10,2,9
"Jeremy Copperman - Postdoctoral Researcher, Oregon Health Sciences University","Google Scholar Profile",51,713,12,59.42,13.98,160.93,13.81,4.43,13,26,10,2.77,9,133.58,11.56,28.37,22.29,4.86,"2025-08-05 14:15:21",13.41,0.75,93.4,100.0,5,2013,2025,713,19,13,9,2,8
"Erik van Dijk - Postdoctoral researcher, Amsterdam UMC","Google Scholar Profile",34,875,12,72.92,25.74,175.01,7.06,5.68,15,29,14,2.59,8,165.37,12.86,30.63,24.76,3.18,"2025-08-05 14:15:22",14.58,0.67,95.8,100.0,5,2013,2023,875,19,18,13,1,8
"Thomas J. McCorvie - Postdoctoral Research Scientist","Google Scholar Profile",31,1100,17,64.71,35.48,254.03,8.36,5.00,19,31,14,3.65,9,170.58,13.06,37.08,26.19,5.93,"2025-08-05 14:15:22",14.94,0.53,95.2,100.0,6,2008,2024,1100,24,19,12,2,8
"Yunxiao Zhang - Postdoc, Scripps Research","Google Scholar Profile",15,1565,14,111.79,104.33,300.07,2.72,6.60,13,15,14,1.90,8,392.49,19.81,80.38,37.18,2.72,"2025-08-05 14:15:22",21.43,0.57,99.1,100.0,11,2011,2025,1565,15,15,13,9,11
"Alessandro Sicorello - Postdoctoral Research Fellow, University College London","Google Scholar Profile",8,257,16,16.06,32.13,42.00,2.17,5.38,7,8,7,1.17,4,36.36,6.03,6.01,14.42,1.18,"2025-08-05 14:15:22",2.62,0.25,100.0,100.0,0,2009,2021,257,7,7,4,0,4
"Atanu Nandy - Postdoctoral Researcher","Google Scholar Profile",16,180,6,30.00,11.25,37.17,4.34,4.88,7,13,8,1.44,4,40.58,6.37,8.73,11.05,1.80,"2025-08-05 14:15:22",6.19,0.67,95.0,100.0,0,2019,2025,180,10,8,3,0,4
"Colby R. Sandate - Postdoctoral Researcher, EPFL, Switzerland","Google Scholar Profile",23,689,9,76.56,29.96,150.09,4.86,5.91,8,23,8,1.31,6,133.56,11.56,28.82,24.80,1.96,"2025-08-05 14:15:23",16.67,0.67,98.5,100.0,6,2016,2025,689,10,8,7,2,6
"Gemma LM Fisher - Postdoctoral Research Scientist, MRC London Institute of Medical Sciences","Google Scholar Profile",21,259,10,25.90,12.33,41.85,4.44,5.81,8,16,8,1.25,4,45.49,6.74,7.54,13.82,1.44,"2025-08-05 14:15:23",4.18,0.40,98.5,100.0,1,2015,2021,259,8,8,2,0,4
